Type, ID, Coordinates
TH30,0,498016,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,498912,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,498914,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,498916,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,498918,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,498920,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,498922,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 20000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,498924,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,498926,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,498928,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,499042,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,499044,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,499046,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,499048,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,499050,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,499052,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,499054,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,499056,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,499058,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,499060,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,499062,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,499064,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506235,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506237,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506239,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506241,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506243,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506245,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 0.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506247,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506249,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506251,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506253,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 0.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506255,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 0.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506257,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 0.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506259,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506261,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506263,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 26000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506265,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 26000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506267,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506269,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 26000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506271,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506273,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 26000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506275,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506277,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 26000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506279,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 26000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506281,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 26000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506283,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 29000.000), EndPoint = Point(X = 15000.000, Y = 40000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506285,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 29000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506287,Line(StartPoint = Point(X = 12000.000, Y = 25000.000, Z = 29000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506289,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 29000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506291,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 29000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506293,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 29000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506295,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 29000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506297,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 29000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506299,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 29000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506301,Line(StartPoint = Point(X = 35000.000, Y = 25000.000, Z = 29000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506303,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 29000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506305,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 29000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506307,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 32000.000), EndPoint = Point(X = 15000.000, Y = 40000.000, Z = 32000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506309,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 32000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506311,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 32000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506313,Line(StartPoint = Point(X = 12000.000, Y = 25000.000, Z = 32000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506315,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 32000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506317,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 32000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506319,Line(StartPoint = Point(X = 35000.000, Y = 25000.000, Z = 32000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506321,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 32000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506323,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 32000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506325,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 32000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 32000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506327,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 32000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506329,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 32000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506443,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506445,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506447,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 4000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506449,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 4000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506451,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506453,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 4000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506455,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506457,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506459,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506461,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 4000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506463,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 4000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506465,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 4000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506579,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 8000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506581,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 8000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506583,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 8000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506585,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 8000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506587,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 8000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506589,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 8000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506591,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 8000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506593,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 8000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506595,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 8000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506597,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 8000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506599,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 8000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506601,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 8000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506715,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 11000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 11000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506717,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 11000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506719,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 11000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506721,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 11000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506723,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 11000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506725,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 11000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506727,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 11000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 11000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506729,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 11000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506731,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 11000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506733,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 11000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506735,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 11000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506737,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 11000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506851,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 14000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 14000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506853,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 14000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506855,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 14000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506857,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 14000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506859,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 14000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506861,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 14000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506863,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 14000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 14000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
